,rateCareerOpportunities,rateCompensation_Benefits,rateCultureValues,rateGeneralView,rateOpinionAboutManagement,rateWorklifeBalance,rateCeoApproval,ratePositiveBusinessView,rateRecommendToFriend,NombreEmpresa,codigo_pais,sub_region
0,3.0,4.0,5.0,4.0,4.0,4.0,1.0,1.0,1.0,Frazer-Nash Consultancy,GB,Northern Europe
1,4.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,Frazer-Nash Consultancy,GB,Northern Europe
2,4.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,Frazer-Nash Consultancy,GB,Northern Europe
3,4.0,3.0,4.0,4.0,4.0,5.0,1.0,1.0,1.0,Frazer-Nash Consultancy,GB,Northern Europe
4,5.0,4.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,AffiniPay,US,Northern America
5,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,AffiniPay,US,Northern America
6,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,AffiniPay,US,Northern America
7,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,AffiniPay,US,Northern America
8,5.0,4.0,5.0,5.0,5.0,5.0,1.0,2.0,1.0,Slice,US,Northern America
9,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,Slice,US,Northern America
10,2.0,1.0,2.0,4.0,5.0,5.0,1.0,2.0,0.0,Slice,US,Northern America
11,4.0,3.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,Bel Group,FR,Western Europe
12,4.0,5.0,5.0,5.0,4.0,5.0,1.0,1.0,1.0,Propeller Health,US,Northern America
13,4.0,3.0,5.0,4.0,5.0,5.0,1.0,1.0,1.0,Propeller Health,US,Northern America
14,5.0,5.0,5.0,4.0,4.0,4.0,1.0,1.0,1.0,PatSnap,SG,South-eastern Asia
15,4.0,4.0,4.0,4.0,4.0,4.0,1.0,0.0,1.0,K Health,IL,Western Asia
16,4.0,2.0,5.0,4.0,4.0,4.0,1.0,2.0,1.0,Nepa,SE,Northern Europe
17,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,Nepa,SE,Northern Europe
18,5.0,3.0,5.0,5.0,4.0,5.0,0.0,1.0,1.0,Rawdata Technologies,IN,Southern Asia
19,4.0,0.0,4.0,5.0,3.0,5.0,0.0,2.0,1.0,City Beach,AU,Australia and New Zealand
20,2.0,1.0,3.0,2.0,3.0,2.0,0.0,3.0,2.0,City Beach,AU,Australia and New Zealand
21,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,City Beach,AU,Australia and New Zealand
22,4.0,4.0,3.0,3.0,4.0,5.0,0.0,2.0,1.0,City Beach,AU,Australia and New Zealand
23,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,Smyth & Bradshaw,AE,Western Asia
24,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,Smyth & Bradshaw,AE,Western Asia
25,5.0,4.0,5.0,5.0,4.0,5.0,1.0,1.0,1.0,Talent Search People,ES,Southern Europe
26,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,Talent Search People,ES,Southern Europe
27,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,Talent Search People,ES,Southern Europe
28,3.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,Talent Search People,ES,Southern Europe
29,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,Talent Search People,ES,Southern Europe
30,5.0,5.0,5.0,5.0,5.0,5.0,0.0,1.0,1.0,Affinity Group,CA,Northern America
31,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,The Creative Counsel,ZA,Sub-Saharan Africa
32,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,Shoprite Group,ZA,Sub-Saharan Africa
33,3.0,3.0,3.0,4.0,3.0,2.0,0.0,2.0,1.0,Schustermann & Borenstein,DE,Western Europe
34,4.0,3.0,4.0,5.0,5.0,5.0,0.0,1.0,1.0,TCG Digital,IN,Southern Asia
35,3.0,5.0,2.0,5.0,2.0,5.0,0.0,0.0,1.0,TCG Digital,IN,Southern Asia
36,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,TCG Digital,IN,Southern Asia
37,3.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,1.0,TCG Digital,IN,Southern Asia
38,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,Winfooz,CA,Northern America
39,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,Winfooz,JO,Western Asia
40,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,Winfooz,CA,Northern America
41,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,Winfooz,JO,Western Asia
42,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,Winfooz,CA,Northern America
43,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,Winfooz,JO,Western Asia
44,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,Winfooz,CA,Northern America
45,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,Winfooz,JO,Western Asia
46,5.0,5.0,5.0,5.0,5.0,5.0,0.0,1.0,1.0,Winfooz,CA,Northern America
47,5.0,5.0,5.0,5.0,5.0,5.0,0.0,1.0,1.0,Winfooz,JO,Western Asia
48,3.0,3.0,5.0,5.0,5.0,5.0,0.0,1.0,1.0,KNOEMA,IN,Southern Asia
49,1.0,2.0,2.0,3.0,2.0,4.0,0.0,2.0,1.0,KNOEMA,IN,Southern Asia
50,4.0,4.0,3.0,4.0,3.0,4.0,0.0,0.0,1.0,KNOEMA,IN,Southern Asia
51,4.0,5.0,5.0,5.0,4.0,5.0,1.0,1.0,1.0,GameChanger,US,Northern America
52,5.0,3.0,5.0,5.0,5.0,4.0,1.0,1.0,1.0,GameChanger,US,Northern America
53,5.0,5.0,5.0,5.0,5.0,4.0,1.0,1.0,1.0,The Plum Guide,GB,Northern Europe
54,2.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,The Plum Guide,GB,Northern Europe
55,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,The Plum Guide,GB,Northern Europe
56,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,The Plum Guide,GB,Northern Europe
57,5.0,4.0,5.0,5.0,4.0,3.0,1.0,1.0,1.0,The Plum Guide,GB,Northern Europe
58,5.0,4.0,5.0,5.0,5.0,4.0,1.0,1.0,1.0,Profectus,IN,Southern Asia
59,5.0,4.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,Profectus,IN,Southern Asia
60,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,Profectus,IN,Southern Asia
61,5.0,4.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,Profectus,IN,Southern Asia
62,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,Profectus,IN,Southern Asia
63,5.0,4.0,5.0,5.0,5.0,4.0,1.0,1.0,1.0,Acorns,US,Northern America
64,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,Acorns,US,Northern America
65,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0.0,1.0,Acorns,US,Northern America
66,5.0,2.0,5.0,3.0,5.0,5.0,1.0,1.0,1.0,Acorns,US,Northern America
67,3.0,3.0,5.0,3.0,1.0,2.0,2.0,3.0,2.0,Acorns,US,Northern America
68,5.0,5.0,5.0,5.0,5.0,5.0,0.0,1.0,1.0,Iesolutions,US,Northern America
69,5.0,5.0,5.0,5.0,5.0,5.0,0.0,1.0,1.0,SoCtronics,IN,Southern Asia
70,2.0,5.0,4.0,1.0,1.0,1.0,0.0,1.0,2.0,SoCtronics,IN,Southern Asia
71,4.0,3.0,3.0,4.0,3.0,2.0,0.0,2.0,1.0,SoCtronics,IN,Southern Asia
72,3.0,3.0,2.0,5.0,3.0,3.0,0.0,0.0,0.0,SoCtronics,IN,Southern Asia
73,3.0,2.0,2.0,4.0,3.0,2.0,0.0,2.0,2.0,SoCtronics,IN,Southern Asia
74,4.0,5.0,5.0,5.0,4.0,4.0,1.0,1.0,1.0,Catholic Charities of Santa Clara County,US,Northern America
75,2.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,Catholic Charities of Santa Clara County,US,Northern America
76,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,Catholic Charities of Santa Clara County,US,Northern America
77,1.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,Catholic Charities of Santa Clara County,US,Northern America
78,4.0,4.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,eiCORE Technologies,IN,Southern Asia
79,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,eiCORE Technologies,IN,Southern Asia
80,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,eiCORE Technologies,IN,Southern Asia
81,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,eiCORE Technologies,IN,Southern Asia
82,5.0,5.0,5.0,5.0,4.0,5.0,1.0,1.0,1.0,American Institutes for Research,US,Northern America
83,2.0,5.0,2.0,3.0,5.0,5.0,1.0,1.0,1.0,American Institutes for Research,US,Northern America
84,4.0,4.0,5.0,4.0,3.0,4.0,3.0,2.0,1.0,R+V Versicherung,DE,Western Europe
85,3.0,3.0,3.0,5.0,2.0,4.0,3.0,1.0,1.0,R+V Versicherung,DE,Western Europe
86,2.0,3.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,R+V Versicherung,DE,Western Europe
87,4.0,4.0,5.0,5.0,5.0,4.0,0.0,1.0,1.0,Haulio,SG,South-eastern Asia
88,5.0,5.0,5.0,5.0,5.0,5.0,0.0,1.0,1.0,Wagestream,GB,Northern Europe
89,5.0,5.0,5.0,5.0,5.0,5.0,0.0,1.0,1.0,Wagestream,GB,Northern Europe
90,5.0,5.0,5.0,5.0,5.0,5.0,0.0,1.0,1.0,Wagestream,GB,Northern Europe
91,5.0,5.0,5.0,5.0,5.0,5.0,0.0,1.0,1.0,Wagestream,GB,Northern Europe
92,5.0,5.0,5.0,5.0,5.0,4.0,0.0,1.0,1.0,Wagestream,GB,Northern Europe
93,4.0,4.0,5.0,5.0,4.0,5.0,1.0,1.0,1.0,Smurfit Kappa,DE,Western Europe
94,5.0,4.0,5.0,5.0,5.0,4.0,1.0,1.0,1.0,Smurfit Kappa,DE,Western Europe
95,5.0,4.0,5.0,5.0,5.0,4.0,0.0,1.0,1.0,Smurfit Kappa,DE,Western Europe
96,5.0,4.0,5.0,5.0,5.0,4.0,1.0,1.0,1.0,Smurfit Kappa,DE,Western Europe
97,2.0,1.0,1.0,2.0,1.0,3.0,0.0,2.0,2.0,Marketeers Research,EG,Northern Africa
98,3.0,4.0,4.0,3.0,3.0,3.0,0.0,1.0,1.0,C-MOTS,IN,Southern Asia
99,3.0,2.0,3.0,3.0,3.0,2.0,0.0,3.0,2.0,C-MOTS,IN,Southern Asia
100,4.0,2.0,3.0,4.0,3.0,3.0,1.0,1.0,1.0,AIDA Cruises,DE,Western Europe
101,4.0,3.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,AIDA Cruises,DE,Western Europe
102,2.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,2.0,AIDA Cruises,DE,Western Europe
103,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,My Ally,IN,Southern Asia
104,5.0,0.0,0.0,4.0,0.0,0.0,3.0,2.0,1.0,AutoZone,MX,Latin America and the Caribbean
105,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,AutoZone,MX,Latin America and the Caribbean
106,3.0,1.0,4.0,4.0,3.0,3.0,1.0,2.0,1.0,AutoZone,MX,Latin America and the Caribbean
107,2.0,2.0,5.0,2.0,2.0,3.0,1.0,2.0,1.0,AutoZone,MX,Latin America and the Caribbean
108,2.0,2.0,4.0,3.0,3.0,3.0,1.0,2.0,1.0,AutoZone,MX,Latin America and the Caribbean
109,4.0,4.0,3.0,5.0,4.0,5.0,0.0,1.0,1.0,Igloo3,IN,Southern Asia
110,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,Igloo3,IN,Southern Asia
111,4.0,3.0,4.0,4.0,3.0,4.0,1.0,1.0,1.0,Igloo3,IN,Southern Asia
112,3.0,3.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,Igloo3,IN,Southern Asia
113,3.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,Igloo3,IN,Southern Asia
114,3.0,1.0,4.0,5.0,3.0,1.0,1.0,1.0,1.0,Britive,IN,Southern Asia
115,5.0,5.0,5.0,4.0,5.0,2.0,3.0,1.0,1.0,Britive,IN,Southern Asia
116,3.0,2.0,4.0,3.0,4.0,3.0,3.0,2.0,1.0,Britive,IN,Southern Asia
117,3.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,Britive,IN,Southern Asia
118,4.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,Britive,IN,Southern Asia
119,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,SalesSense (Ireland),IE,Northern Europe
120,3.0,5.0,5.0,5.0,5.0,4.0,1.0,1.0,1.0,Saviance Technologies,IE,Northern Europe
121,2.0,3.0,5.0,4.0,5.0,5.0,1.0,1.0,1.0,Saviance Technologies,IE,Northern Europe
122,3.0,3.0,3.0,3.0,4.0,4.0,1.0,1.0,1.0,Saviance Technologies,IE,Northern Europe
123,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,Saviance Technologies,IE,Northern Europe
124,5.0,3.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,Saviance Technologies,IE,Northern Europe
125,4.0,3.0,5.0,5.0,5.0,5.0,1.0,0.0,1.0,Neovantas Consulting,ES,Southern Europe
126,5.0,4.0,5.0,5.0,5.0,3.0,1.0,1.0,1.0,Neovantas Consulting,ES,Southern Europe
127,5.0,3.0,5.0,5.0,4.0,3.0,3.0,1.0,1.0,Neovantas Consulting,ES,Southern Europe
128,2.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,Neovantas Consulting,ES,Southern Europe
129,4.0,3.0,5.0,4.0,5.0,5.0,3.0,2.0,1.0,Five Talents Financial Group,BE,Western Europe
130,5.0,4.0,5.0,5.0,5.0,4.0,1.0,1.0,1.0,GS Consultancy,HK,Eastern Asia
131,4.0,4.0,5.0,5.0,5.0,3.0,1.0,1.0,1.0,GS Consultancy,HK,Eastern Asia
132,5.0,5.0,5.0,4.0,4.0,4.0,1.0,1.0,1.0,GS Consultancy,HK,Eastern Asia
133,4.0,4.0,4.0,5.0,4.0,5.0,3.0,1.0,1.0,GS Consultancy,HK,Eastern Asia
134,4.0,3.0,3.0,4.0,3.0,4.0,0.0,3.0,2.0,TouchTunes,CA,Northern America
135,2.0,3.0,4.0,3.0,3.0,4.0,0.0,2.0,1.0,Gauge Data Solutions,IN,Southern Asia
136,4.0,4.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,GlobalEnglish,IN,Southern Asia
137,3.0,3.0,4.0,4.0,3.0,4.0,3.0,1.0,1.0,GlobalEnglish,IN,Southern Asia
138,4.0,2.0,3.0,4.0,3.0,3.0,1.0,1.0,1.0,GlobalEnglish,IN,Southern Asia
139,5.0,4.0,5.0,5.0,5.0,4.0,1.0,1.0,1.0,GlobalEnglish,IN,Southern Asia
140,5.0,4.0,4.0,5.0,4.0,5.0,1.0,1.0,1.0,GlobalEnglish,IN,Southern Asia
141,5.0,4.0,4.0,5.0,4.0,5.0,1.0,1.0,1.0,Lam Soon,HK,Eastern Asia
142,3.0,3.0,4.0,4.0,3.0,5.0,1.0,0.0,1.0,Lam Soon,HK,Eastern Asia
143,2.0,4.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,Lam Soon,HK,Eastern Asia
144,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,Lam Soon,HK,Eastern Asia
145,1.0,4.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,Lam Soon,HK,Eastern Asia
146,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,Arsh Biotech,IN,Southern Asia
147,4.0,3.0,4.0,4.0,1.0,1.0,3.0,2.0,2.0,Arsh Biotech,IN,Southern Asia
148,4.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,Arsh Biotech,IN,Southern Asia
149,5.0,5.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,Arsh Biotech,IN,Southern Asia
150,5.0,5.0,5.0,5.0,4.0,4.0,1.0,1.0,1.0,Arsh Biotech,IN,Southern Asia
151,4.0,4.0,3.0,4.0,2.0,2.0,3.0,1.0,1.0,Tre Piani,SE,Northern Europe
152,4.0,3.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,Tre Piani,SE,Northern Europe
153,0.0,4.0,2.0,3.0,2.0,0.0,3.0,2.0,0.0,Lymbyc,IN,Southern Asia
154,5.0,3.0,5.0,5.0,4.0,5.0,1.0,1.0,1.0,Lymbyc,IN,Southern Asia
155,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,Lymbyc,IN,Southern Asia
156,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,TNT Express,NL,Western Europe
157,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,Cazoo,GB,Northern Europe
158,4.0,4.0,5.0,4.0,4.0,3.0,0.0,0.0,0.0,Cazoo,GB,Northern Europe
159,2.0,1.0,4.0,4.0,1.0,3.0,1.0,1.0,1.0,Cazoo,GB,Northern Europe
160,4.0,5.0,4.0,5.0,5.0,5.0,3.0,1.0,1.0,Pix4D,ES,Southern Europe
161,3.0,3.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,Amplifon,IT,Southern Europe
162,4.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,Amplifon,IT,Southern Europe
163,5.0,4.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,Amplifon,IT,Southern Europe
164,3.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,Zenatix,IN,Southern Asia
165,4.0,4.0,5.0,4.0,4.0,4.0,3.0,1.0,1.0,Zenatix,IN,Southern Asia
166,4.0,4.0,2.0,3.0,2.0,3.0,0.0,1.0,1.0,LICA Group,PH,South-eastern Asia
167,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,2.0,LICA Group,PH,South-eastern Asia
168,3.0,3.0,4.0,4.0,2.0,5.0,2.0,3.0,1.0,Sigfox,FR,Western Europe
169,2.0,2.0,2.0,3.0,1.0,4.0,2.0,2.0,2.0,Sigfox,FR,Western Europe
170,4.0,4.0,3.0,3.0,3.0,5.0,2.0,2.0,1.0,Sigfox,FR,Western Europe
171,1.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,Sigfox,FR,Western Europe
172,5.0,4.0,5.0,5.0,5.0,4.0,0.0,0.0,1.0,Pinnacol,US,Northern America
173,5.0,5.0,5.0,5.0,5.0,5.0,0.0,1.0,1.0,Pinnacol,US,Northern America
174,5.0,5.0,5.0,5.0,5.0,5.0,0.0,1.0,1.0,Pinnacol,US,Northern America
175,5.0,5.0,5.0,5.0,5.0,5.0,0.0,1.0,1.0,Pinnacol,US,Northern America
176,4.0,5.0,5.0,5.0,3.0,5.0,3.0,1.0,1.0,Treliant Risk Advisors,IN,Southern Asia
177,3.0,5.0,4.0,5.0,3.0,5.0,3.0,2.0,1.0,Treliant Risk Advisors,IN,Southern Asia
178,5.0,4.0,5.0,4.0,5.0,5.0,1.0,1.0,1.0,Real Estate Board of Jamaica,JM,Latin America and the Caribbean
179,2.0,4.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,Real Estate Board of Jamaica,JM,Latin America and the Caribbean
180,4.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,Real Estate Board of Jamaica,JM,Latin America and the Caribbean
181,5.0,4.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,Saksoft,IN,Southern Asia
182,3.0,3.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,Saksoft,IN,Southern Asia
183,3.0,3.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,Saksoft,IN,Southern Asia
184,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,Saksoft,IN,Southern Asia
185,5.0,4.0,4.0,4.0,3.0,4.0,1.0,1.0,1.0,Saksoft,IN,Southern Asia
186,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,Elabor8,AU,Australia and New Zealand
187,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,Elabor8,AU,Australia and New Zealand
188,5.0,4.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,Elabor8,AU,Australia and New Zealand
189,1.0,3.0,2.0,2.0,1.0,4.0,3.0,2.0,1.0,Elabor8,AU,Australia and New Zealand
190,4.0,4.0,3.0,4.0,5.0,4.0,1.0,1.0,1.0,Elabor8,AU,Australia and New Zealand
191,3.0,3.0,5.0,5.0,5.0,3.0,1.0,1.0,1.0,Hippo Insurance Services,US,Northern America
192,4.0,2.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,Hippo Insurance Services,US,Northern America
193,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,Hippo Insurance Services,US,Northern America
194,5.0,4.0,5.0,5.0,4.0,5.0,1.0,1.0,1.0,Hippo Insurance Services,US,Northern America
195,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,DowTechie,SG,South-eastern Asia
196,5.0,5.0,5.0,5.0,5.0,4.0,1.0,1.0,1.0,DowTechie,SG,South-eastern Asia
197,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,Groupe Scala,FR,Western Europe
198,4.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,1.0,Groupe Scala,FR,Western Europe
199,4.0,3.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,Groupe Scala,FR,Western Europe
200,3.0,3.0,3.0,3.0,3.0,4.0,1.0,2.0,2.0,Groupe Scala,FR,Western Europe
201,4.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,Groupe Scala,FR,Western Europe
202,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,HTG,NL,Western Europe
203,5.0,5.0,5.0,5.0,4.0,5.0,1.0,1.0,1.0,ActionLabs IT,PH,South-eastern Asia
204,3.0,3.0,1.0,3.0,1.0,1.0,0.0,3.0,2.0,ActionLabs IT,PH,South-eastern Asia
205,4.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,ActionLabs IT,PH,South-eastern Asia
206,3.0,3.0,4.0,3.0,4.0,4.0,0.0,0.0,0.0,ActionLabs IT,PH,South-eastern Asia
207,3.0,2.0,4.0,4.0,4.0,4.0,3.0,0.0,1.0,ActionLabs IT,PH,South-eastern Asia
208,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,Targobank,DE,Western Europe
209,5.0,0.0,5.0,5.0,5.0,0.0,3.0,1.0,1.0,Targobank,DE,Western Europe
210,4.0,5.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,Targobank,DE,Western Europe
211,5.0,5.0,5.0,5.0,5.0,5.0,0.0,1.0,1.0,TRI7 SOLUTIONS,PH,South-eastern Asia
212,5.0,5.0,4.0,5.0,4.0,4.0,3.0,2.0,1.0,Nu Beginnings,ZA,Sub-Saharan Africa
213,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,Nu Beginnings,ZA,Sub-Saharan Africa
214,4.0,3.0,4.0,4.0,3.0,4.0,0.0,1.0,2.0,Nu Beginnings,ZA,Sub-Saharan Africa
215,3.0,4.0,5.0,5.0,4.0,3.0,0.0,1.0,1.0,Nu Beginnings,ZA,Sub-Saharan Africa
216,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,1.0,Nu Beginnings,ZA,Sub-Saharan Africa
217,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,U3 Infotech Pte,SG,South-eastern Asia
218,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,1.0,U3 Infotech Pte,SG,South-eastern Asia
219,2.0,2.0,3.0,2.0,0.0,2.0,0.0,0.0,2.0,U3 Infotech Pte,SG,South-eastern Asia
220,5.0,5.0,5.0,5.0,5.0,4.0,1.0,1.0,1.0,U3 Infotech Pte,SG,South-eastern Asia
221,5.0,5.0,5.0,5.0,5.0,4.0,1.0,0.0,1.0,U3 Infotech Pte,SG,South-eastern Asia
222,4.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,Alldus International,DE,Western Europe
223,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,Alldus International,DE,Western Europe
224,2.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,Alldus International,DE,Western Europe
225,3.0,5.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,Alldus International,DE,Western Europe
226,4.0,4.0,4.0,5.0,4.0,5.0,1.0,1.0,1.0,Menzis,NL,Western Europe
227,1.0,3.0,2.0,2.0,1.0,2.0,0.0,3.0,2.0,Menzis,NL,Western Europe
228,2.0,4.0,3.0,3.0,2.0,4.0,2.0,3.0,2.0,Menzis,NL,Western Europe
229,4.0,4.0,5.0,4.0,3.0,4.0,1.0,2.0,1.0,Menzis,NL,Western Europe
230,3.0,3.0,5.0,5.0,5.0,4.0,1.0,1.0,1.0,deepsense.ai,PL,Eastern Europe
231,4.0,3.0,4.0,4.0,4.0,5.0,0.0,0.0,0.0,deepsense.ai,PL,Eastern Europe
232,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,deepsense.ai,PL,Eastern Europe
233,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,deepsense.ai,PL,Eastern Europe
234,4.0,2.0,4.0,4.0,2.0,2.0,0.0,1.0,1.0,Daniel Wellington,SE,Northern Europe
235,4.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,1.0,Daniel Wellington,SE,Northern Europe
236,1.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,Daniel Wellington,SE,Northern Europe
237,2.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,Mazzatech,BR,Latin America and the Caribbean
238,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,Mazzatech,BR,Latin America and the Caribbean
239,2.0,1.0,4.0,2.0,1.0,3.0,1.0,3.0,1.0,s-dt,DE,Western Europe
240,4.0,3.0,5.0,3.0,4.0,3.0,0.0,0.0,0.0,s-dt,DE,Western Europe
241,2.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,2.0,s-dt,DE,Western Europe
242,5.0,3.0,5.0,5.0,4.0,4.0,3.0,1.0,1.0,MGT Conseils,FR,Western Europe
243,3.0,3.0,4.0,4.0,4.0,5.0,1.0,2.0,1.0,MGT Conseils,FR,Western Europe
244,3.0,1.0,5.0,3.0,5.0,5.0,3.0,1.0,1.0,MGT Conseils,FR,Western Europe
245,0.0,0.0,5.0,4.0,0.0,5.0,3.0,2.0,1.0,MGT Conseils,FR,Western Europe
246,4.0,3.0,5.0,5.0,4.0,5.0,3.0,1.0,1.0,MGT Conseils,FR,Western Europe
247,4.0,5.0,5.0,5.0,3.0,5.0,1.0,2.0,1.0,Dennis Publishing,GB,Northern Europe
248,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,Dennis Publishing,GB,Northern Europe
