,rateCareerOpportunities,rateCompensation_Benefits,rateCultureValues,rateGeneralView,rateOpinionAboutManagement,rateWorklifeBalance,rateCeoApproval,ratePositiveBusinessView,rateRecommendToFriend,NombreEmpresa,codigo_pais,sub_region
9090,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,Australian Criminal Intelligence Commission,AU,Australia and New Zealand
9091,4.0,3.0,4.0,4.0,5.0,4.0,0.0,1.0,1.0,Australian Criminal Intelligence Commission,AU,Australia and New Zealand
9092,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,Australian Criminal Intelligence Commission,AU,Australia and New Zealand
9093,3.0,4.0,4.0,5.0,4.0,5.0,1.0,1.0,1.0,Mercateo,DE,Western Europe
9094,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,Mercateo,DE,Western Europe
9095,3.0,4.0,4.0,5.0,4.0,4.0,0.0,1.0,1.0,Mercateo,DE,Western Europe
9096,3.0,1.0,5.0,5.0,1.0,5.0,0.0,1.0,1.0,WSH Experts ,SG,South-eastern Asia
9097,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,WSH Experts ,SG,South-eastern Asia
9098,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,WSH Experts ,SG,South-eastern Asia
9099,2.0,2.0,1.0,2.0,1.0,3.0,0.0,3.0,2.0,WSH Experts ,SG,South-eastern Asia
9100,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,WSH Experts ,SG,South-eastern Asia
9101,4.0,2.0,5.0,3.0,4.0,1.0,1.0,1.0,1.0,Integrated Systems Management,HK,Eastern Asia
9102,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,Integrated Systems Management,HK,Eastern Asia
9103,5.0,3.0,5.0,5.0,4.0,5.0,0.0,1.0,1.0,CHILI,IT,Southern Europe
9104,4.0,3.0,3.0,4.0,3.0,4.0,0.0,1.0,1.0,CHILI,IT,Southern Europe
9105,3.0,2.0,3.0,3.0,3.0,3.0,0.0,0.0,1.0,CHILI,IT,Southern Europe
9106,2.0,1.0,4.0,2.0,3.0,2.0,0.0,2.0,2.0,CHILI,IT,Southern Europe
9107,4.0,4.0,4.0,5.0,4.0,4.0,1.0,1.0,1.0,Mentor Tech Source,CA,Northern America
9108,4.0,4.0,4.0,4.0,4.0,5.0,3.0,2.0,1.0,Mentor Tech Source,CA,Northern America
9109,4.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,Mentor Tech Source,CA,Northern America
9110,4.0,4.0,5.0,5.0,4.0,5.0,1.0,2.0,1.0,Mentor Tech Source,CA,Northern America
9111,4.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,Shutterstock,CA,Northern America
9112,4.0,5.0,5.0,5.0,4.0,5.0,1.0,1.0,1.0,Shutterstock,CA,Northern America
9113,2.0,5.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,Shutterstock,CA,Northern America
9114,3.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,Shutterstock,CA,Northern America
9115,1.0,1.0,2.0,1.0,1.0,3.0,2.0,0.0,2.0,Shutterstock,CA,Northern America
9116,5.0,3.0,4.0,4.0,3.0,4.0,0.0,1.0,1.0,AlgoAnalytics Financial Consultancy,IN,Southern Asia
9117,2.0,3.0,2.0,3.0,3.0,3.0,0.0,0.0,2.0,AlgoAnalytics Financial Consultancy,IN,Southern Asia
9118,2.0,2.0,4.0,3.0,3.0,5.0,0.0,2.0,1.0,3E,BE,Western Europe
9119,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,mytheresa.com,DE,Western Europe
9120,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,mytheresa.com,DE,Western Europe
9121,0.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,mytheresa.com,DE,Western Europe
9122,4.0,2.0,5.0,4.0,4.0,4.0,1.0,1.0,1.0,mytheresa.com,DE,Western Europe
9123,1.0,2.0,2.0,2.0,4.0,2.0,0.0,3.0,2.0,Ysance,FR,Western Europe
9124,3.0,3.0,3.0,4.0,3.0,3.0,0.0,2.0,1.0,Ysance,FR,Western Europe
9125,3.0,3.0,3.0,4.0,4.0,4.0,0.0,1.0,1.0,Ysance,FR,Western Europe
9126,2.0,2.0,3.0,3.0,2.0,4.0,0.0,2.0,1.0,Ysance,FR,Western Europe
9127,3.0,4.0,4.0,4.0,3.0,5.0,3.0,1.0,2.0,Nextedia,FR,Western Europe
9128,5.0,4.0,5.0,5.0,5.0,4.0,1.0,1.0,1.0,Nextedia,FR,Western Europe
9129,4.0,4.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,Nextedia,FR,Western Europe
9130,2.0,4.0,5.0,5.0,3.0,5.0,1.0,2.0,1.0,Australia Post,AU,Australia and New Zealand
9131,1.0,4.0,0.0,1.0,0.0,3.0,2.0,2.0,2.0,Australia Post,AU,Australia and New Zealand
9132,4.0,3.0,3.0,3.0,3.0,4.0,1.0,2.0,1.0,Australia Post,AU,Australia and New Zealand
9133,5.0,4.0,5.0,5.0,4.0,4.0,0.0,1.0,1.0,MYDRAL,FR,Western Europe
9134,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,Verlagsgesellschaft Madsack,DE,Western Europe
9135,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,Dublin City University,IE,Northern Europe
9136,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,Dublin City University,IE,Northern Europe
9137,4.0,4.0,4.0,5.0,4.0,4.0,1.0,1.0,1.0,Dublin City University,IE,Northern Europe
9138,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,1.0,Dublin City University,IE,Northern Europe
9139,3.0,3.0,2.0,4.0,5.0,3.0,0.0,1.0,1.0,Dublin City University,IE,Northern Europe
9140,5.0,5.0,5.0,5.0,5.0,5.0,0.0,1.0,1.0,LightStream Analytics,ID,South-eastern Asia
9141,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,LightStream Analytics,ID,South-eastern Asia
9142,5.0,4.0,4.0,4.0,4.0,3.0,0.0,1.0,1.0,Bird Rides,NL,Western Europe
9143,3.0,4.0,2.0,3.0,1.0,1.0,0.0,2.0,2.0,Zup (Brazil),BR,Latin America and the Caribbean
9144,3.0,5.0,4.0,4.0,4.0,4.0,0.0,1.0,1.0,Zup (Brazil),BR,Latin America and the Caribbean
9145,4.0,3.0,5.0,4.0,4.0,4.0,0.0,1.0,1.0,Zup (Brazil),BR,Latin America and the Caribbean
9146,4.0,4.0,5.0,5.0,3.0,4.0,0.0,1.0,1.0,Zup (Brazil),BR,Latin America and the Caribbean
9147,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,Dubai Airports,AE,Western Asia
9148,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,Dubai Airports,AE,Western Asia
9149,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,Dubai Airports,AE,Western Asia
9150,4.0,4.0,4.0,5.0,4.0,3.0,0.0,1.0,1.0,Plan.Net,DE,Western Europe
9151,3.0,2.0,5.0,5.0,3.0,4.0,0.0,2.0,1.0,Plan.Net,DE,Western Europe
9152,4.0,3.0,4.0,4.0,4.0,4.0,0.0,1.0,1.0,Portonics,BD,Southern Asia
9153,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,Portonics,BD,Southern Asia
9154,3.0,4.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,NYU (New York University),AE,Western Asia
9155,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,NYU (New York University),AE,Western Asia
9156,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,NYU (New York University),AE,Western Asia
9157,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,Russmedia,AT,Western Europe
9158,5.0,4.0,3.0,5.0,3.0,3.0,0.0,1.0,1.0,Russmedia,AT,Western Europe
9159,3.0,4.0,4.0,4.0,4.0,5.0,1.0,1.0,1.0,MTU Aero Engines,DE,Western Europe
9160,3.0,3.0,3.0,4.0,4.0,5.0,3.0,1.0,1.0,MTU Aero Engines,DE,Western Europe
9161,3.0,5.0,2.0,4.0,2.0,5.0,1.0,2.0,1.0,MTU Aero Engines,DE,Western Europe
9162,5.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,1.0,Radboud University Nijmegen Medical Centre,NL,Western Europe
9163,4.0,5.0,5.0,4.0,0.0,5.0,1.0,0.0,1.0,Radboud University Nijmegen Medical Centre,NL,Western Europe
9164,3.0,4.0,3.0,4.0,3.0,3.0,0.0,0.0,1.0,Radboud University Nijmegen Medical Centre,NL,Western Europe
9165,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,1.0,Radboud University Nijmegen Medical Centre,NL,Western Europe
9166,4.0,4.0,5.0,4.0,4.0,4.0,1.0,2.0,1.0,Radboud University Nijmegen Medical Centre,NL,Western Europe
9167,3.0,4.0,2.0,3.0,1.0,4.0,0.0,3.0,2.0,TeamCMP,ES,Southern Europe
9168,1.0,2.0,1.0,1.0,0.0,1.0,0.0,3.0,2.0,TeamCMP,ES,Southern Europe
9169,3.0,5.0,3.0,3.0,1.0,3.0,0.0,3.0,2.0,TeamCMP,ES,Southern Europe
9170,3.0,4.0,4.0,4.0,3.0,3.0,0.0,1.0,1.0,TeamCMP,ES,Southern Europe
9171,4.0,4.0,4.0,5.0,4.0,4.0,1.0,1.0,1.0,Guardian Life,US,Northern America
9172,5.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,1.0,Guardian Life,US,Northern America
9173,5.0,5.0,3.0,4.0,4.0,5.0,1.0,1.0,1.0,Guardian Life,US,Northern America
9174,0.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,1.0,Guardian Life,US,Northern America
9175,4.0,4.0,3.0,4.0,3.0,2.0,0.0,0.0,0.0,Guardian Life,US,Northern America
9176,3.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,Metapack,GB,Northern Europe
9177,5.0,5.0,5.0,5.0,5.0,5.0,0.0,1.0,1.0,Baby Destination,IN,Southern Asia
9178,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,NACG,CA,Northern America
9179,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,1.0,Spark New Zealand,NZ,Australia and New Zealand
9180,4.0,5.0,5.0,5.0,4.0,5.0,1.0,1.0,1.0,Spark New Zealand,NZ,Australia and New Zealand
9181,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,Spark New Zealand,NZ,Australia and New Zealand
9182,4.0,3.0,3.0,5.0,4.0,4.0,3.0,2.0,1.0,Acurus,IN,Southern Asia
9183,5.0,2.0,5.0,4.0,5.0,4.0,0.0,1.0,1.0,Acurus,IN,Southern Asia
9184,1.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0,Acurus,IN,Southern Asia
9185,0.0,0.0,4.0,3.0,0.0,2.0,0.0,0.0,0.0,Acurus,IN,Southern Asia
9186,1.0,1.0,3.0,1.0,3.0,2.0,0.0,3.0,2.0,Acurus,IN,Southern Asia
9187,4.0,4.0,5.0,5.0,4.0,4.0,1.0,1.0,1.0,Gojek,SG,South-eastern Asia
9188,4.0,4.0,5.0,5.0,4.0,4.0,1.0,1.0,1.0,Gojek,IN,Southern Asia
9189,4.0,4.0,5.0,5.0,4.0,4.0,1.0,1.0,1.0,Gojek,ID,South-eastern Asia
9190,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,Gojek,SG,South-eastern Asia
9191,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,Gojek,IN,Southern Asia
9192,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,Gojek,ID,South-eastern Asia
9193,4.0,4.0,4.0,4.0,4.0,5.0,1.0,2.0,1.0,Gojek,SG,South-eastern Asia
9194,4.0,4.0,4.0,4.0,4.0,5.0,1.0,2.0,1.0,Gojek,IN,Southern Asia
9195,4.0,4.0,4.0,4.0,4.0,5.0,1.0,2.0,1.0,Gojek,ID,South-eastern Asia
9196,5.0,5.0,5.0,4.0,4.0,3.0,1.0,1.0,1.0,Gojek,SG,South-eastern Asia
9197,5.0,5.0,5.0,4.0,4.0,3.0,1.0,1.0,1.0,Gojek,IN,Southern Asia
9198,5.0,5.0,5.0,4.0,4.0,3.0,1.0,1.0,1.0,Gojek,ID,South-eastern Asia
9199,2.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,Gojek,SG,South-eastern Asia
9200,2.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,Gojek,IN,Southern Asia
9201,2.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,Gojek,ID,South-eastern Asia
9202,4.0,3.0,4.0,5.0,4.0,5.0,3.0,2.0,1.0,Boeing,NL,Western Europe
9203,4.0,3.0,4.0,5.0,4.0,5.0,3.0,2.0,1.0,Boeing,CN,Eastern Asia
9204,5.0,4.0,3.0,5.0,5.0,4.0,0.0,1.0,1.0,Aroham Technologies,IN,Southern Asia
9205,4.0,4.0,5.0,4.0,4.0,5.0,0.0,1.0,1.0,Adevinta,ES,Southern Europe
9206,4.0,4.0,5.0,4.0,4.0,5.0,0.0,1.0,1.0,Adevinta,FR,Western Europe
9207,3.0,5.0,4.0,5.0,2.0,5.0,1.0,1.0,1.0,Adevinta,ES,Southern Europe
9208,3.0,5.0,4.0,5.0,2.0,5.0,1.0,1.0,1.0,Adevinta,FR,Western Europe
9209,2.0,3.0,2.0,2.0,1.0,3.0,0.0,2.0,2.0,Adevinta,ES,Southern Europe
9210,2.0,3.0,2.0,2.0,1.0,3.0,0.0,2.0,2.0,Adevinta,FR,Western Europe
9211,5.0,5.0,5.0,5.0,4.0,4.0,0.0,1.0,1.0,APROPLAN,BE,Western Europe
9212,2.0,1.0,5.0,5.0,5.0,5.0,0.0,2.0,1.0,APROPLAN,BE,Western Europe
9213,5.0,4.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,RELEX Solutions,DE,Western Europe
9214,5.0,5.0,5.0,5.0,5.0,5.0,0.0,1.0,1.0,Luminous Infoways,IN,Southern Asia
9215,5.0,5.0,5.0,5.0,5.0,5.0,0.0,1.0,1.0,Luminous Infoways,IN,Southern Asia
9216,5.0,5.0,5.0,5.0,5.0,5.0,0.0,1.0,1.0,Luminous Infoways,IN,Southern Asia
9217,2.0,2.0,2.0,3.0,3.0,2.0,0.0,2.0,1.0,Luminous Infoways,IN,Southern Asia
9218,4.0,5.0,5.0,4.0,3.0,1.0,1.0,2.0,1.0,Abbott Laboratories,BE,Western Europe
9219,4.0,5.0,5.0,4.0,3.0,1.0,1.0,2.0,1.0,Abbott Laboratories,DE,Western Europe
9220,4.0,5.0,5.0,4.0,3.0,1.0,1.0,2.0,1.0,Abbott Laboratories,IE,Northern Europe
9221,4.0,5.0,5.0,4.0,3.0,1.0,1.0,2.0,1.0,Abbott Laboratories,IL,Western Asia
9222,4.0,5.0,5.0,4.0,3.0,1.0,1.0,2.0,1.0,Abbott Laboratories,EG,Northern Africa
9223,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,Qatar Airways,QA,Western Asia
9224,4.0,4.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,Qatar Airways,QA,Western Asia
9225,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,Qatar Airways,QA,Western Asia
9226,5.0,5.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,Qatar Airways,QA,Western Asia
9227,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,GroupM,FR,Western Europe
9228,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,GroupM,AR,Latin America and the Caribbean
9229,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,GroupM,ID,South-eastern Asia
9230,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,GroupM,DK,Northern Europe
9231,3.0,4.0,3.0,4.0,3.0,3.0,0.0,2.0,1.0,GroupM,FR,Western Europe
9232,3.0,4.0,3.0,4.0,3.0,3.0,0.0,2.0,1.0,GroupM,AR,Latin America and the Caribbean
9233,3.0,4.0,3.0,4.0,3.0,3.0,0.0,2.0,1.0,GroupM,ID,South-eastern Asia
9234,3.0,4.0,3.0,4.0,3.0,3.0,0.0,2.0,1.0,GroupM,DK,Northern Europe
9235,2.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,GroupM,FR,Western Europe
9236,2.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,GroupM,AR,Latin America and the Caribbean
9237,2.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,GroupM,ID,South-eastern Asia
9238,2.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,GroupM,DK,Northern Europe
9239,2.0,3.0,4.0,3.0,2.0,4.0,3.0,2.0,1.0,EFI,IT,Southern Europe
9240,2.0,4.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,EFI,IT,Southern Europe
9241,4.0,4.0,5.0,5.0,4.0,5.0,1.0,2.0,1.0,Subsea 7,FR,Western Europe
9242,3.0,2.0,4.0,4.0,4.0,5.0,1.0,2.0,1.0,Subsea 7,FR,Western Europe
9243,2.0,1.0,3.0,3.0,2.0,4.0,0.0,0.0,0.0,Subsea 7,FR,Western Europe
9244,4.0,4.0,4.0,4.0,3.0,4.0,0.0,2.0,1.0,Subsea 7,FR,Western Europe
9245,4.0,4.0,3.0,4.0,3.0,4.0,0.0,1.0,1.0,Jurnal,ID,South-eastern Asia
9246,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,Giza Systems,EG,Northern Africa
9247,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,Giza Systems,EG,Northern Africa
9248,3.0,3.0,4.0,3.0,2.0,3.0,1.0,0.0,0.0,Giza Systems,EG,Northern Africa
9249,3.0,2.0,4.0,3.0,2.0,2.0,3.0,1.0,1.0,Giza Systems,EG,Northern Africa
9250,5.0,5.0,5.0,5.0,5.0,4.0,1.0,1.0,1.0,Ivory Group,AU,Australia and New Zealand
9251,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,Ivory Group,AU,Australia and New Zealand
9252,5.0,5.0,3.0,4.0,3.0,3.0,1.0,1.0,1.0,Jan De Nul Group,BE,Western Europe
9253,1.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,Sibelga,BE,Western Europe
9254,2.0,4.0,3.0,4.0,2.0,4.0,1.0,2.0,1.0,Sibelga,BE,Western Europe
9255,3.0,4.0,5.0,4.0,4.0,4.0,1.0,2.0,1.0,Sibelga,BE,Western Europe
9256,4.0,4.0,4.0,5.0,4.0,4.0,1.0,1.0,1.0,Sibelga,BE,Western Europe
9257,3.0,2.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,Sibelga,BE,Western Europe
9258,3.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,Dialog Information Technology,AU,Australia and New Zealand
9259,5.0,5.0,5.0,5.0,5.0,5.0,0.0,1.0,1.0,Dialog Information Technology,AU,Australia and New Zealand
9260,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,Dialog Information Technology,AU,Australia and New Zealand
9261,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,Dialog Information Technology,AU,Australia and New Zealand
9262,5.0,4.0,5.0,5.0,4.0,4.0,1.0,1.0,1.0,IBA,BE,Western Europe
9263,3.0,2.0,4.0,3.0,1.0,5.0,2.0,3.0,2.0,IBA,BE,Western Europe
9264,4.0,4.0,5.0,5.0,5.0,5.0,0.0,1.0,1.0,PeakGames,TR,Western Asia
9265,2.0,5.0,5.0,3.0,3.0,2.0,0.0,1.0,1.0,PeakGames,TR,Western Asia
9266,2.0,4.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,PeakGames,TR,Western Asia
9267,5.0,5.0,5.0,5.0,5.0,5.0,0.0,1.0,1.0,PeakGames,TR,Western Asia
9268,5.0,5.0,5.0,5.0,4.0,5.0,1.0,0.0,1.0,Tatvic,IN,Southern Asia
9269,4.0,3.0,5.0,4.0,5.0,5.0,1.0,1.0,1.0,Tatvic,IN,Southern Asia
9270,5.0,5.0,4.0,5.0,5.0,4.0,1.0,0.0,1.0,Tatvic,IN,Southern Asia
9271,4.0,4.0,5.0,4.0,4.0,4.0,1.0,2.0,1.0,Tatvic,IN,Southern Asia
9272,4.0,5.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,Tatvic,IN,Southern Asia
9273,5.0,4.0,5.0,5.0,5.0,3.0,1.0,1.0,1.0,PepsiCo,MX,Latin America and the Caribbean
9274,5.0,4.0,5.0,5.0,5.0,3.0,1.0,1.0,1.0,PepsiCo,BE,Western Europe
9275,5.0,4.0,5.0,5.0,5.0,3.0,1.0,1.0,1.0,PepsiCo,IE,Northern Europe
9276,5.0,4.0,5.0,5.0,5.0,3.0,1.0,1.0,1.0,PepsiCo,EG,Northern Africa
9277,5.0,4.0,5.0,5.0,5.0,3.0,1.0,1.0,1.0,PepsiCo,TR,Western Asia
9278,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,PepsiCo,MX,Latin America and the Caribbean
9279,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,PepsiCo,BE,Western Europe
9280,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,PepsiCo,IE,Northern Europe
9281,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,PepsiCo,EG,Northern Africa
9282,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,PepsiCo,TR,Western Asia
9283,4.0,4.0,5.0,5.0,5.0,4.0,0.0,0.0,0.0,Guy Carpenter,CA,Northern America
9284,5.0,3.0,4.0,4.0,4.0,5.0,1.0,1.0,1.0,Guy Carpenter,CA,Northern America
9285,3.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,Guy Carpenter,CA,Northern America
9286,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,2.0,Guy Carpenter,CA,Northern America
9287,1.0,4.0,5.0,2.0,3.0,3.0,1.0,2.0,2.0,Guy Carpenter,CA,Northern America
9288,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0.0,1.0,PathPartner Technology,IN,Southern Asia
9289,5.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,PathPartner Technology,IN,Southern Asia
9290,5.0,4.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,PathPartner Technology,IN,Southern Asia
9291,5.0,3.0,4.0,5.0,4.0,3.0,1.0,1.0,1.0,PathPartner Technology,IN,Southern Asia
9292,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,Zalando,DE,Western Europe
9293,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,Zalando,FI,Northern Europe
9294,5.0,3.0,5.0,4.0,3.0,5.0,3.0,1.0,1.0,Zalando,DE,Western Europe
9295,5.0,3.0,5.0,4.0,3.0,5.0,3.0,1.0,1.0,Zalando,FI,Northern Europe
9296,5.0,5.0,5.0,5.0,5.0,5.0,0.0,1.0,1.0,Zalando,DE,Western Europe
9297,5.0,5.0,5.0,5.0,5.0,5.0,0.0,1.0,1.0,Zalando,FI,Northern Europe
9298,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,Zalando,DE,Western Europe
9299,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,Zalando,FI,Northern Europe
9300,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,BlaBlaCar,FR,Western Europe
9301,2.0,2.0,3.0,2.0,2.0,5.0,1.0,2.0,2.0,BlaBlaCar,FR,Western Europe
9302,4.0,5.0,5.0,4.0,4.0,5.0,3.0,1.0,1.0,BlaBlaCar,FR,Western Europe
9303,4.0,4.0,5.0,4.0,4.0,4.0,1.0,1.0,1.0,BlaBlaCar,FR,Western Europe
9304,5.0,5.0,4.0,5.0,4.0,5.0,0.0,1.0,1.0,CoachHub,DE,Western Europe
9305,4.0,3.0,4.0,4.0,5.0,5.0,1.0,1.0,1.0,Betsson Group,AU,Australia and New Zealand
9306,3.0,4.0,3.0,4.0,3.0,5.0,3.0,2.0,1.0,Betsson Group,AU,Australia and New Zealand
9307,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,Betsson Group,AU,Australia and New Zealand
9308,1.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,Safran,FR,Western Europe
9309,4.0,4.0,4.0,5.0,3.0,5.0,3.0,1.0,1.0,Safran,FR,Western Europe
9310,4.0,4.0,3.0,4.0,3.0,4.0,1.0,1.0,1.0,Safran,FR,Western Europe
9311,4.0,5.0,2.0,3.0,4.0,4.0,3.0,2.0,2.0,Safran,FR,Western Europe
9312,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,Shopify,CA,Northern America
9313,1.0,4.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,Shopify,CA,Northern America
9314,5.0,4.0,5.0,5.0,4.0,4.0,1.0,1.0,1.0,Shopify,CA,Northern America
9315,5.0,5.0,5.0,5.0,4.0,5.0,1.0,1.0,1.0,Shopify,CA,Northern America
9316,3.0,4.0,5.0,4.0,4.0,5.0,1.0,1.0,1.0,Shopify,CA,Northern America
9317,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,Expedia Group,SG,South-eastern Asia
9318,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,Expedia Group,CA,Northern America
9319,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,Expedia Group,DE,Western Europe
9320,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,Expedia Group,IN,Southern Asia
9321,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,Expedia Group,CH,Western Europe
9322,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,Expedia Group,GB,Northern Europe
9323,2.0,5.0,5.0,4.0,3.0,5.0,3.0,1.0,1.0,Expedia Group,SG,South-eastern Asia
9324,2.0,5.0,5.0,4.0,3.0,5.0,3.0,1.0,1.0,Expedia Group,CA,Northern America
9325,2.0,5.0,5.0,4.0,3.0,5.0,3.0,1.0,1.0,Expedia Group,DE,Western Europe
9326,2.0,5.0,5.0,4.0,3.0,5.0,3.0,1.0,1.0,Expedia Group,IN,Southern Asia
9327,2.0,5.0,5.0,4.0,3.0,5.0,3.0,1.0,1.0,Expedia Group,CH,Western Europe
9328,2.0,5.0,5.0,4.0,3.0,5.0,3.0,1.0,1.0,Expedia Group,GB,Northern Europe
9329,4.0,5.0,4.0,4.0,4.0,5.0,1.0,1.0,1.0,Expedia Group,SG,South-eastern Asia
9330,4.0,5.0,4.0,4.0,4.0,5.0,1.0,1.0,1.0,Expedia Group,CA,Northern America
9331,4.0,5.0,4.0,4.0,4.0,5.0,1.0,1.0,1.0,Expedia Group,DE,Western Europe
9332,4.0,5.0,4.0,4.0,4.0,5.0,1.0,1.0,1.0,Expedia Group,IN,Southern Asia
9333,4.0,5.0,4.0,4.0,4.0,5.0,1.0,1.0,1.0,Expedia Group,CH,Western Europe
9334,4.0,5.0,4.0,4.0,4.0,5.0,1.0,1.0,1.0,Expedia Group,GB,Northern Europe
9335,2.0,3.0,4.0,4.0,2.0,5.0,3.0,2.0,1.0,Expedia Group,SG,South-eastern Asia
