,salario,NombreEmpresa,modalidad,Plataforma,Fecha,salary.country.currency.currencyCode,PuestoTrabajo,pais,codigo_pais,sub_region
3795,104549.0,Boxy Charm,presencial,glassdoor,2019-11-07,,data analyst,Canada,CA,Northern America
3796,105385.0,Eagle Professional Resources,presencial,glassdoor,2019-10-19,,data analyst,Canada,CA,Northern America
3797,107988.0,Hung Right Doors,presencial,glassdoor,2019-10-17,,data analyst,Canada,CA,Northern America
3798,117728.0,Glu Mobile,presencial,glassdoor,2019-10-30,GBP,data analyst,Canada,CA,Northern America
3799,117739.0,Staffigo Technical Services,presencial,glassdoor,2019-08-07,,data analyst,Canada,CA,Northern America
3800,117799.0,Randstad,presencial,glassdoor,2019-10-01,GBP,data analyst,Canada,CA,Northern America
3801,118095.0,S M Software Solutions,presencial,glassdoor,2019-10-16,,data analyst,Canada,CA,Northern America
3802,118205.0,Duff & Phelps,presencial,glassdoor,2019-11-08,GBP,data analyst,Canada,CA,Northern America
3803,75632.0,Drakkar,presencial,glassdoor,2019-10-22,,data analyst,Canada,CA,Northern America
3804,75965.0,Gordon Food Service,presencial,glassdoor,2019-10-17,,data analyst,Canada,CA,Northern America
3805,76668.0,eMacity Leads,presencial,glassdoor,2019-11-08,,data analyst,Canada,CA,Northern America
3806,99976.0,QuEST Global,presencial,glassdoor,2019-10-31,GBP,data analyst,Canada,CA,Northern America
3807,100008.0,AXIS Integrated,presencial,glassdoor,2019-11-08,,data analyst,Canada,CA,Northern America
3808,100044.0,Rogers Communications,presencial,glassdoor,2019-10-11,GBP,data analyst,Canada,CA,Northern America
3809,100122.0,McGill University,presencial,glassdoor,2019-11-08,,data analyst,Canada,CA,Northern America
3810,100412.0,Nexans,presencial,glassdoor,2019-10-24,GBP,data analyst,Canada,CA,Northern America
3811,102303.0,Business Consultants,presencial,glassdoor,2019-11-07,GBP,data analyst,Canada,CA,Northern America
3812,4463.0,Northbridge Financial,presencial,glassdoor,2019-11-08,,data analyst,Canada,CA,Northern America
3813,4472.0,Quenneville Cote & Associates,presencial,glassdoor,2019-10-31,,data analyst,Canada,CA,Northern America
3814,4488.0,Northbridge Financial,presencial,glassdoor,2019-11-05,,data analyst,Canada,CA,Northern America
3815,4570.0,JM Group,presencial,glassdoor,2019-09-10,GBP,data analyst,Canada,CA,Northern America
3816,4629.0,BC Public Service,presencial,glassdoor,2019-10-31,,data analyst,Canada,CA,Northern America
3817,9559.0,JM Group,presencial,glassdoor,2019-09-10,GBP,data analyst,Canada,CA,Northern America
3818,9579.0,Institute for Clinical Evaluative Sciences,presencial,glassdoor,2019-11-08,,data analyst,Canada,CA,Northern America
3819,14508.0,lululemon,presencial,glassdoor,2019-10-15,GBP,data analyst,Canada,CA,Northern America
3820,36584.0,Triovest Realty Advisors,presencial,glassdoor,2019-11-07,,data analyst,Canada,CA,Northern America
3821,38343.0,Cast & Crew,presencial,glassdoor,2019-11-07,,data analyst,Canada,CA,Northern America
3822,38488.0,LanceSoft,presencial,glassdoor,2019-09-04,,data analyst,Canada,CA,Northern America
3823,41445.0,Cover,presencial,glassdoor,2019-10-30,,data analyst,Canada,CA,Northern America
3824,41546.0,2isolutions,presencial,glassdoor,2019-10-03,,data analyst,Canada,CA,Northern America
3825,39303.0,DMI,presencial,glassdoor,2019-10-22,GBP,data analyst,Canada,CA,Northern America
3826,39314.0,SITA,presencial,glassdoor,2019-11-08,GBP,data analyst,Canada,CA,Northern America
3827,63035.0,Simon Fraser University,presencial,glassdoor,2019-11-05,,data analyst,Canada,CA,Northern America
3828,67733.0,N8 Identity,presencial,glassdoor,2019-11-08,,data analyst,Canada,CA,Northern America
3829,70023.0,TELUS,presencial,glassdoor,2019-11-08,,data analyst,Canada,CA,Northern America
3830,70053.0,Eagle Professional Resources,presencial,glassdoor,2019-11-05,,data analyst,Canada,CA,Northern America
3831,70211.0,Weston Foods,presencial,glassdoor,2019-11-08,,data analyst,Canada,CA,Northern America
3832,86407.0,Advantage Communications,presencial,glassdoor,2019-09-16,,data analyst,Canada,CA,Northern America
3833,88009.0,Loblaw Companies,presencial,glassdoor,2019-11-08,,data analyst,Canada,CA,Northern America
3834,88090.0,Aldo,presencial,glassdoor,2019-11-07,GBP,data analyst,Canada,CA,Northern America
3835,91609.0,WSIB,presencial,glassdoor,2019-10-29,,data analyst,Canada,CA,Northern America
3836,10390.0,Financeit,presencial,glassdoor,2019-10-17,,data analyst,Canada,CA,Northern America
3837,10645.0,NumerixS Quant,presencial,glassdoor,2019-11-08,,data analyst,Canada,CA,Northern America
3838,15381.0,People Corporation,presencial,glassdoor,2019-11-08,,data analyst,Canada,CA,Northern America
3839,15441.0,Myplanet,presencial,glassdoor,2019-11-06,GBP,data analyst,Canada,CA,Northern America
3840,35035.0,Step by Step Professional Services,presencial,glassdoor,2019-11-08,,data analyst,Canada,CA,Northern America
3841,35190.0,Just Energy,presencial,glassdoor,2019-10-28,GBP,data analyst,Canada,CA,Northern America
3842,42421.0,Ace It Strategies,presencial,glassdoor,2019-11-08,,data analyst,Canada,CA,Northern America
3843,139091.0,SolJiT,presencial,glassdoor,2019-11-08,,data analyst,Canada,CA,Northern America
3844,139233.0,BMO Financial Group,presencial,glassdoor,2019-10-18,GBP,data analyst,Canada,CA,Northern America
3845,139693.0,EllisDon,presencial,glassdoor,2019-10-21,,data analyst,Canada,CA,Northern America
3846,139809.0,isgSearch,presencial,glassdoor,2019-11-05,,data analyst,Canada,CA,Northern America
3847,141009.0,Eagle Professional Resources,presencial,glassdoor,2019-11-05,,data analyst,Canada,CA,Northern America
3848,42901.0,Groupe Encore,presencial,glassdoor,2019-10-25,,data analyst,Canada,CA,Northern America
3849,66386.0,MNP LLP,presencial,glassdoor,2019-10-31,,data analyst,Canada,CA,Northern America
3850,74948.0,TELUS,presencial,glassdoor,2019-11-04,,data analyst,Canada,CA,Northern America
3851,75131.0,Employment and Social Development Canada,presencial,glassdoor,2019-11-08,,data analyst,Canada,CA,Northern America
3852,97258.0,Sagitec Solutions,presencial,glassdoor,2019-11-08,,data analyst,Canada,CA,Northern America
3853,99690.0,Alquemy,presencial,glassdoor,2019-09-10,,data analyst,Canada,CA,Northern America
3854,145578.0,Streampoint Solutions,presencial,glassdoor,2019-11-08,,data analyst,Canada,CA,Northern America
3855,95575.0,Canadian Tire,presencial,glassdoor,2019-11-04,,data analyst,Canada,CA,Northern America
3856,95587.0,Blue Valorem,presencial,glassdoor,2019-11-08,,data analyst,Canada,CA,Northern America
3857,117075.0,Northbridge Financial,presencial,glassdoor,2019-11-08,,data analyst,Canada,CA,Northern America
3858,124949.0,FirstOntario,presencial,glassdoor,2019-11-08,,data analyst,Canada,CA,Northern America
3859,130063.0,Randstad,presencial,glassdoor,2019-10-24,GBP,data analyst,Canada,CA,Northern America
3860,130269.0,Esri Canada,presencial,glassdoor,2019-11-01,,data analyst,Canada,CA,Northern America
3861,105440.0,Randstad,presencial,glassdoor,2019-10-11,GBP,data analyst,Canada,CA,Northern America
3862,105604.0,SolJiT,presencial,glassdoor,2019-11-08,,data analyst,Canada,CA,Northern America
3863,108641.0,ProViso,presencial,glassdoor,2019-11-05,,data analyst,Canada,CA,Northern America
3864,108783.0,Eagle Professional Resources,presencial,glassdoor,2019-11-05,,data analyst,Canada,CA,Northern America
3865,108917.0,Motion Industries,presencial,glassdoor,2019-11-08,,data analyst,Canada,CA,Northern America
3866,111188.0,Botsford Commons,presencial,glassdoor,2019-10-15,,data analyst,Canada,CA,Northern America
3867,121142.0,DXC Technology,presencial,glassdoor,2019-10-31,GBP,data analyst,Canada,CA,Northern America
3868,132185.0,Cossette Communication,presencial,glassdoor,2019-11-08,,data analyst,Canada,CA,Northern America
3869,132423.0,Primary Cleaning Solutions,presencial,glassdoor,2019-11-05,,data analyst,Canada,CA,Northern America
3870,132968.0,Groupe Encore,presencial,glassdoor,2019-10-25,,data analyst,Canada,CA,Northern America
3871,133092.0,Aviva,presencial,glassdoor,2019-11-08,GBP,data analyst,Canada,CA,Northern America
3872,133108.0,TJX Companies,presencial,glassdoor,2019-10-29,GBP,data analyst,Canada,CA,Northern America
3873,115485.0,University of Waterloo,presencial,glassdoor,2019-10-30,,data analyst,Canada,CA,Northern America
3874,115529.0,Networkers,presencial,glassdoor,2019-10-08,GBP,data analyst,Canada,CA,Northern America
3875,115848.0,Aecon,presencial,glassdoor,2019-10-31,,data analyst,Canada,CA,Northern America
3876,115923.0,EXO Insights,presencial,glassdoor,2019-10-22,,data analyst,Canada,CA,Northern America
3877,115926.0,LifeLabs,presencial,glassdoor,2019-08-14,,data analyst,Canada,CA,Northern America
3878,115957.0,American Iron and Metal,presencial,glassdoor,2019-11-05,,data analyst,Canada,CA,Northern America
3879,125268.0,Blueprint Solutions,presencial,glassdoor,2019-11-08,,data analyst,Canada,CA,Northern America
3880,138289.0,Marine Bio-Technologies Center of Innovation,presencial,glassdoor,2019-10-25,,data analyst,Canada,CA,Northern America
3881,138377.0,TELUS,presencial,glassdoor,2019-10-25,,data analyst,Canada,CA,Northern America
3882,138415.0,Sheridan College (Wyoming),presencial,glassdoor,2019-11-06,GBP,data analyst,Canada,CA,Northern America
3883,47065.0,eMacity Leads,presencial,glassdoor,2019-11-08,,data analyst,Canada,CA,Northern America
3884,68592.0,Game Hive,presencial,glassdoor,2019-11-08,,data analyst,Canada,CA,Northern America
3885,68603.0,Canadian Tire,presencial,glassdoor,2019-11-08,,data analyst,Canada,CA,Northern America
3886,74586.0,American Iron & Metal Company,presencial,glassdoor,2019-11-07,,data analyst,Canada,CA,Northern America
3887,74610.0,Scotiabank,presencial,glassdoor,2019-11-08,GBP,data analyst,Canada,CA,Northern America
3888,74638.0,Munich Re,presencial,glassdoor,2019-10-25,GBP,data analyst,Canada,CA,Northern America
3889,88481.0,Blinds to Go,presencial,glassdoor,2019-11-07,GBP,data analyst,Canada,CA,Northern America
3890,88492.0,Eagle Professional Resources,presencial,glassdoor,2019-10-31,,data analyst,Canada,CA,Northern America
3891,88670.0,ATB Financial,presencial,glassdoor,2019-11-06,,data analyst,Canada,CA,Northern America
3892,92121.0,BC Centre for Excellence in HIV/AIDS,presencial,glassdoor,2019-11-05,,data analyst,Canada,CA,Northern America
3893,92194.0,Aviva,presencial,glassdoor,2019-10-30,GBP,data analyst,Canada,CA,Northern America
3894,92238.0,JM Group,presencial,glassdoor,2019-11-08,GBP,data analyst,Canada,CA,Northern America
3895,3794.0,NTT DATA FA Insurance Systems,presencial,glassdoor,2019-10-25,GBP,data analyst,Canada,CA,Northern America
3896,8620.0,INTERSECT,presencial,glassdoor,2019-11-07,,data analyst,Canada,CA,Northern America
3897,8651.0,Upfeat,presencial,glassdoor,2019-11-08,,data analyst,Canada,CA,Northern America
3898,21472.0,The Globe & Mail,presencial,glassdoor,2019-10-31,,data analyst,Canada,CA,Northern America
3899,22912.0,Manulife,presencial,glassdoor,2019-10-14,,data analyst,Canada,CA,Northern America
3900,23074.0,Alquemy,presencial,glassdoor,2019-09-10,,data analyst,Canada,CA,Northern America
3901,23158.0,Aldo,presencial,glassdoor,2019-11-07,GBP,data analyst,Canada,CA,Northern America
3902,23706.0,Fairweather,presencial,glassdoor,2019-11-06,,data analyst,Canada,CA,Northern America
3903,23720.0,Artech Information Systems,presencial,glassdoor,2019-10-17,,data analyst,Canada,CA,Northern America
3904,23785.0,Desjardins,presencial,glassdoor,2019-10-30,,data analyst,Canada,CA,Northern America
3905,23847.0,Vancouver Coastal Health,presencial,glassdoor,2019-11-02,,data analyst,Canada,CA,Northern America
3906,2341.0,New Value Solutions Group,presencial,glassdoor,2019-11-08,,data analyst,Canada,CA,Northern America
3907,12257.0,Ubisoft,presencial,glassdoor,2019-11-05,GBP,data analyst,Canada,CA,Northern America
3908,17364.0,MNP,presencial,glassdoor,2019-11-04,,data analyst,Canada,CA,Northern America
3909,17445.0,PROXIMITEAM,presencial,glassdoor,2019-11-08,,data analyst,Canada,CA,Northern America
3910,20561.0,Johnson,presencial,glassdoor,2019-10-29,,data analyst,Canada,CA,Northern America
3911,20708.0,Drakkar,presencial,glassdoor,2019-10-23,,data analyst,Canada,CA,Northern America
3912,21021.0,Drakkar,presencial,glassdoor,2019-10-22,,data analyst,Canada,CA,Northern America
3913,21048.0,Thunder Bay Regional Health Sciences Center,presencial,glassdoor,2019-11-06,,data analyst,Canada,CA,Northern America
3914,21129.0,Scotiabank,presencial,glassdoor,2019-11-08,GBP,data analyst,Canada,CA,Northern America
3915,21264.0,BC Public Service,presencial,glassdoor,2019-10-31,,data analyst,Canada,CA,Northern America
3916,120923.0,Constellation Homebuilder Systems,presencial,glassdoor,2019-10-14,,data analyst,Canada,CA,Northern America
3917,120993.0,Mitsubishi UFJ,presencial,glassdoor,2019-11-08,GBP,data analyst,Canada,CA,Northern America
3918,122026.0,Priority Worldwide Services,presencial,glassdoor,2019-10-08,,data analyst,Canada,CA,Northern America
3919,143596.0,Ivanhoé Cambridge,presencial,glassdoor,2019-10-12,,data analyst,Canada,CA,Northern America
3920,143676.0,British Columbia Investment Management Corporation,presencial,glassdoor,2019-11-01,,data analyst,Canada,CA,Northern America
3921,144178.0,Heartland Farm Mutual,presencial,glassdoor,2019-11-04,,data analyst,Canada,CA,Northern America
3922,38898.0,Gevity HR,presencial,glassdoor,2019-10-01,,data analyst,Canada,CA,Northern America
3923,52835.0,Scotiabank,presencial,glassdoor,2019-11-07,GBP,data analyst,Canada,CA,Northern America
3924,55659.0,McGill University,presencial,glassdoor,2019-11-08,,data analyst,Canada,CA,Northern America
3925,55837.0,Connor Clark & Lunn,presencial,glassdoor,2019-11-05,GBP,data analyst,Canada,CA,Northern America
3926,57906.0,Iovate Health Sciences,presencial,glassdoor,2019-10-23,,data analyst,Canada,CA,Northern America
3927,57910.0,TransForm Shared Service Organization,presencial,glassdoor,2019-11-04,,data analyst,Canada,CA,Northern America
3928,58032.0,Aurora Cannabis,presencial,glassdoor,2019-11-06,,data analyst,Canada,CA,Northern America
3929,58364.0,MAXIMUS,presencial,glassdoor,2019-11-06,GBP,data analyst,Canada,CA,Northern America
3930,58686.0,PROXIMITEAM,presencial,glassdoor,2019-11-08,,data analyst,Canada,CA,Northern America
3931,58916.0,Quercus Solutions,presencial,glassdoor,2019-11-08,,data analyst,Canada,CA,Northern America
3932,106498.0,Attain Solutions,presencial,glassdoor,2019-07-22,,data analyst,Canada,CA,Northern America
3933,106648.0,Modis,presencial,glassdoor,2019-09-12,GBP,data analyst,Canada,CA,Northern America
3934,107320.0,Nexans,presencial,glassdoor,2019-10-24,GBP,data analyst,Canada,CA,Northern America
3935,107403.0,Mitsubishi UFJ,presencial,glassdoor,2019-11-08,GBP,data analyst,Canada,CA,Northern America
3936,107407.0,Purolator,presencial,glassdoor,2019-11-07,,data analyst,Canada,CA,Northern America
3937,107510.0,MAXIMUS,presencial,glassdoor,2019-11-06,GBP,data analyst,Canada,CA,Northern America
3938,111567.0,Arcurve,presencial,glassdoor,2019-11-09,,data analyst,Canada,CA,Northern America
3939,111717.0,BC Public Service,presencial,glassdoor,2019-11-06,,data analyst,Canada,CA,Northern America
3940,112825.0,Bond Brand Loyalty,presencial,glassdoor,2019-10-23,,data analyst,Canada,CA,Northern America
3941,114354.0,Foresters Financial,presencial,glassdoor,2019-11-08,GBP,data analyst,Canada,CA,Northern America
3942,114373.0,ITR Laboratories,presencial,glassdoor,2019-10-25,,data analyst,Canada,CA,Northern America
3943,114689.0,lululemon,presencial,glassdoor,2019-11-08,GBP,data analyst,Canada,CA,Northern America
3944,115083.0,Innovelocity BPM,presencial,glassdoor,2019-10-28,,data analyst,Canada,CA,Northern America
3945,115355.0,UCS Forest Group,presencial,glassdoor,2019-10-29,,data analyst,Canada,CA,Northern America
3946,123580.0,TELUS,presencial,glassdoor,2019-10-30,,data analyst,Canada,CA,Northern America
3947,126832.0,Sryas,presencial,glassdoor,2019-10-24,,data analyst,Canada,CA,Northern America
3948,126904.0,eTeam,presencial,glassdoor,2019-09-03,,data analyst,Canada,CA,Northern America
3949,126915.0,Munich Re,presencial,glassdoor,2019-10-25,GBP,data analyst,Canada,CA,Northern America
3950,119339.0,PeopleInsight,presencial,glassdoor,2019-11-08,,data analyst,Canada,CA,Northern America
3951,119628.0,1QB Information Technologies 1QBit,presencial,glassdoor,2019-11-08,,data analyst,Canada,CA,Northern America
3952,119634.0,RCM Technologies,presencial,glassdoor,2019-10-15,,data analyst,Canada,CA,Northern America
3953,119854.0,Kabam,presencial,glassdoor,2019-10-16,,data analyst,Canada,CA,Northern America
3954,125629.0,FlightHub,presencial,glassdoor,2019-11-05,,data analyst,Canada,CA,Northern America
3955,125633.0,Birchwood Automotive Group,presencial,glassdoor,2019-11-07,,data analyst,Canada,CA,Northern America
3956,131224.0,Priority Worldwide Services,presencial,glassdoor,2019-10-08,,data analyst,Canada,CA,Northern America
3957,131487.0,Workplace Safety North,presencial,glassdoor,2019-10-31,,data analyst,Canada,CA,Northern America
3958,131791.0,Cascades,presencial,glassdoor,2019-10-19,,data analyst,Canada,CA,Northern America
3959,133305.0,Genetec,presencial,glassdoor,2019-10-29,,data analyst,Canada,CA,Northern America
3960,133522.0,BDO,presencial,glassdoor,2019-11-08,GBP,data analyst,Canada,CA,Northern America
3961,133796.0,FGF Brands,presencial,glassdoor,2019-11-04,,data analyst,Canada,CA,Northern America
3962,59432.0,Transit App,presencial,glassdoor,2019-11-05,,data analyst,Canada,CA,Northern America
3963,59484.0,Northbridge Financial,presencial,glassdoor,2019-10-29,,data analyst,Canada,CA,Northern America
3964,60286.0,TripElephant,presencial,glassdoor,2019-11-08,,data analyst,Canada,CA,Northern America
3965,60384.0,Integrated Resources,presencial,glassdoor,2019-10-15,,data analyst,Canada,CA,Northern America
3966,139975.0,City of Edmonton,presencial,glassdoor,2019-10-28,,data analyst,Canada,CA,Northern America
3967,140099.0,Allstate,presencial,glassdoor,2019-10-31,GBP,data analyst,Canada,CA,Northern America
3968,137149.0,Bombardier,presencial,glassdoor,2019-11-03,GBP,data analyst,Canada,CA,Northern America
3969,137254.0,HomEquity Bank,presencial,glassdoor,2019-11-08,GBP,data analyst,Canada,CA,Northern America
3970,137280.0,Global Excel Management,presencial,glassdoor,2019-11-08,,data analyst,Canada,CA,Northern America
3971,137403.0,Enghouse Systems,presencial,glassdoor,2019-11-08,GBP,data analyst,Canada,CA,Northern America
3972,6818.0,Aurora Cannabis,presencial,glassdoor,2019-11-06,,data analyst,Canada,CA,Northern America
3973,6954.0,CPP Investment Board,presencial,glassdoor,2019-10-25,GBP,data analyst,Canada,CA,Northern America
3974,7024.0,Aecon,presencial,glassdoor,2019-10-31,,data analyst,Canada,CA,Northern America
3975,7086.0,Alterna Savings,presencial,glassdoor,2019-10-25,,data analyst,Canada,CA,Northern America
3976,11821.0,Randstad,presencial,glassdoor,2019-10-17,GBP,data analyst,Canada,CA,Northern America
3977,16915.0,Ipex,presencial,glassdoor,2019-10-21,,data analyst,Canada,CA,Northern America
3978,16937.0,Parkland Fuel Corporation,presencial,glassdoor,2019-11-05,,data analyst,Canada,CA,Northern America
3979,17100.0,MNP LLP,presencial,glassdoor,2019-10-31,,data analyst,Canada,CA,Northern America
3980,22299.0,Loblaw Companies,presencial,glassdoor,2019-11-08,,data analyst,Canada,CA,Northern America
3981,23180.0,American Iron and Metal,presencial,glassdoor,2019-11-05,,data analyst,Canada,CA,Northern America
3982,122219.0,The Globe & Mail,presencial,glassdoor,2019-10-30,,data analyst,Canada,CA,Northern America
3983,122345.0,Sterling-Turner,presencial,glassdoor,2019-11-05,,data analyst,Canada,CA,Northern America
3984,136552.0,Loblaw Companies,presencial,glassdoor,2019-10-19,,data analyst,Canada,CA,Northern America
3985,136595.0,Levio,presencial,glassdoor,2019-10-17,,data analyst,Canada,CA,Northern America
3986,136601.0,The Home Delivery Group,presencial,glassdoor,2019-10-24,,data analyst,Canada,CA,Northern America
3987,140438.0,SRA Staffing Solutions,presencial,glassdoor,2019-10-30,,data analyst,Canada,CA,Northern America
3988,99085.0,Innomar Strategies,presencial,glassdoor,2019-10-15,,data analyst,Canada,CA,Northern America
3989,118535.0,Modis,presencial,glassdoor,2019-10-17,GBP,data analyst,Canada,CA,Northern America
3990,120519.0,Online Business Systems,presencial,glassdoor,2019-10-31,,data analyst,Canada,CA,Northern America
3991,120595.0,Eagle Professional Resources,presencial,glassdoor,2019-10-31,,data analyst,Canada,CA,Northern America
3992,122948.0,Workplace Safety North,presencial,glassdoor,2019-10-31,,data analyst,Canada,CA,Northern America
3993,122988.0,Health Sciences North,presencial,glassdoor,2019-10-16,,data analyst,Canada,CA,Northern America
3994,123121.0,Scotiabank,presencial,glassdoor,2019-11-07,GBP,data analyst,Canada,CA,Northern America
3995,143226.0,Randstad,presencial,glassdoor,2019-11-07,GBP,data analyst,Canada,CA,Northern America
3996,143377.0,Randstad,presencial,glassdoor,2019-09-30,GBP,data analyst,Canada,CA,Northern America
3997,143536.0,Arcurve,presencial,glassdoor,2019-11-09,,data analyst,Canada,CA,Northern America
3998,93475.0,Financial Horizons Group,presencial,glassdoor,2019-11-02,,data analyst,Canada,CA,Northern America
3999,112403.0,TELUS,presencial,glassdoor,2019-11-08,,data analyst,Canada,CA,Northern America
4000,112530.0,Levio,presencial,glassdoor,2019-10-17,,data analyst,Canada,CA,Northern America
4001,113081.0,belairdirect,presencial,glassdoor,2019-11-08,,data analyst,Canada,CA,Northern America
4002,113222.0,Axamit,presencial,glassdoor,2019-11-08,,data analyst,Canada,CA,Northern America
4003,113274.0,Enghouse Systems,presencial,glassdoor,2019-11-08,GBP,data analyst,Canada,CA,Northern America
4004,116316.0,Heart and Stroke Foundation of Canada,presencial,glassdoor,2019-11-08,,data analyst,Canada,CA,Northern America
4005,116388.0,Institute for Clinical Evaluative Sciences,presencial,glassdoor,2019-11-08,,data analyst,Canada,CA,Northern America
4006,135194.0,Exergy Solutions.,presencial,glassdoor,2019-10-27,,data analyst,Canada,CA,Northern America
4007,135349.0,TJX Canada,presencial,glassdoor,2019-10-29,,data analyst,Canada,CA,Northern America
4008,135404.0,Botsford Commons,presencial,glassdoor,2019-10-31,,data analyst,Canada,CA,Northern America
4009,4942.0,Health Sciences North,presencial,glassdoor,2019-10-16,,data analyst,Canada,CA,Northern America
4010,14644.0,City of Mississauga Canada,presencial,glassdoor,2019-11-08,,data analyst,Canada,CA,Northern America
4011,14817.0,GS1 Canada,presencial,glassdoor,2019-11-08,,data analyst,Canada,CA,Northern America
4012,19819.0,Glu Mobile,presencial,glassdoor,2019-10-30,GBP,data analyst,Canada,CA,Northern America
4013,30502.0,Ipex,presencial,glassdoor,2019-10-21,,data analyst,Canada,CA,Northern America
4014,30743.0,ALMAG Aluminum,presencial,glassdoor,2019-10-25,,data analyst,Canada,CA,Northern America
4015,31018.0,GHD,presencial,glassdoor,2019-10-30,GBP,data analyst,Canada,CA,Northern America
4016,32476.0,Hung Right Doors,presencial,glassdoor,2019-10-17,,data analyst,Canada,CA,Northern America
4017,32547.0,Blueprint Solutions,presencial,glassdoor,2019-11-08,,data analyst,Canada,CA,Northern America
4018,33005.0,SunnyFuture Career,presencial,glassdoor,2019-11-05,,data analyst,Canada,CA,Northern America
4019,25611.0,MNP LLP,presencial,glassdoor,2019-10-25,,data analyst,Canada,CA,Northern America
4020,28710.0,Energy Transportation Group,presencial,glassdoor,2019-10-17,,data analyst,Canada,CA,Northern America
4021,29281.0,Levio,presencial,glassdoor,2019-10-17,,data analyst,Canada,CA,Northern America
4022,29444.0,Aptum Technologies,presencial,glassdoor,2019-11-04,,data analyst,Canada,CA,Northern America
4023,29469.0,Aptean,presencial,glassdoor,2019-11-08,GBP,data analyst,Canada,CA,Northern America
4024,29640.0,SolJiT,presencial,glassdoor,2019-11-08,,data analyst,Canada,CA,Northern America
4025,29840.0,De Havilland Aircraft of Canada,presencial,glassdoor,2019-10-28,,data analyst,Canada,CA,Northern America
4026,29888.0,FGF Brands,presencial,glassdoor,2019-10-16,,data analyst,Canada,CA,Northern America
4027,31850.0,Salit Steel,presencial,glassdoor,2019-11-04,,data analyst,Canada,CA,Northern America
4028,32066.0,Purolator,presencial,glassdoor,2019-11-07,,data analyst,Canada,CA,Northern America
4029,45981.0,Qualicom,presencial,glassdoor,2019-10-16,,data analyst,Canada,CA,Northern America
4030,45992.0,TC Energy,presencial,glassdoor,2019-11-02,,data analyst,Canada,CA,Northern America
4031,46257.0,Purely CRM,presencial,glassdoor,2019-10-16,,data analyst,Canada,CA,Northern America
4032,93177.0,CPP Investment Board,presencial,glassdoor,2019-11-08,GBP,data analyst,Canada,CA,Northern America
4033,113772.0,BC Centre for Excellence in HIV/AIDS,presencial,glassdoor,2019-11-05,,data analyst,Canada,CA,Northern America
4034,113903.0,Lightspeed,presencial,glassdoor,2019-10-24,GBP,data analyst,Canada,CA,Northern America
4035,114988.0,Scouts Canada,presencial,glassdoor,2019-11-08,,data analyst,Canada,CA,Northern America
4036,115005.0,RS Energy Group,presencial,glassdoor,2019-11-08,,data analyst,Canada,CA,Northern America
4037,131035.0,Upfeat,presencial,glassdoor,2019-11-08,,data analyst,Canada,CA,Northern America
4038,137517.0,Mount Saint Vincent University,presencial,glassdoor,2019-10-25,,data analyst,Canada,CA,Northern America
4039,137587.0,Project X,presencial,glassdoor,2019-11-01,,data analyst,Canada,CA,Northern America
4040,137622.0,Botsford Commons,presencial,glassdoor,2019-10-31,,data analyst,Canada,CA,Northern America
4041,137646.0,MNP LLP,presencial,glassdoor,2019-11-04,,data analyst,Canada,CA,Northern America
4042,137647.0,500px,presencial,glassdoor,2019-11-04,GBP,data analyst,Canada,CA,Northern America
4043,137960.0,Randstad,presencial,glassdoor,2019-11-02,GBP,data analyst,Canada,CA,Northern America
4044,69053.0,MindGeek,presencial,glassdoor,2019-11-07,,data analyst,Canada,CA,Northern America
4045,69556.0,Northbridge Financial,presencial,glassdoor,2019-11-05,,data analyst,Canada,CA,Northern America
4046,69595.0,Farm Credit Canada,presencial,glassdoor,2019-11-04,,data analyst,Canada,CA,Northern America
4047,69740.0,American Iron and Metal,presencial,glassdoor,2019-11-05,,data analyst,Canada,CA,Northern America
4048,91076.0,LifeLabs,presencial,glassdoor,2019-08-14,,data analyst,Canada,CA,Northern America
4049,92731.0,EXO Insights,presencial,glassdoor,2019-10-22,,data analyst,Canada,CA,Northern America
4050,92933.0,Weston Foods,presencial,glassdoor,2019-11-08,,data analyst,Canada,CA,Northern America
4051,146663.0,Allstate,presencial,glassdoor,2019-11-01,GBP,data analyst,Canada,CA,Northern America
4052,26447.0,Randstad,presencial,glassdoor,2019-09-30,GBP,data analyst,Canada,CA,Northern America
4053,26569.0,Haventree Bank,presencial,glassdoor,2019-11-05,,data analyst,Canada,CA,Northern America
4054,27466.0,Medisca,presencial,glassdoor,2019-11-02,,data analyst,Canada,CA,Northern America
4055,27620.0,Verifone,presencial,glassdoor,2019-11-08,GBP,data analyst,Canada,CA,Northern America
4056,27678.0,Constellation Homebuilder Systems,presencial,glassdoor,2019-10-14,,data analyst,Canada,CA,Northern America
4057,27993.0,Hyper Hippo,presencial,glassdoor,2019-11-01,,data analyst,Canada,CA,Northern America
4058,28045.0,Interior Savings Credit Union,presencial,glassdoor,2019-10-25,,data analyst,Canada,CA,Northern America
4059,28133.0,Esri Canada,presencial,glassdoor,2019-11-01,,data analyst,Canada,CA,Northern America
4060,28408.0,NACG,presencial,glassdoor,2019-10-22,,data analyst,Canada,CA,Northern America
4061,43597.0,Plexxis Software,presencial,glassdoor,2019-10-31,,data analyst,Canada,CA,Northern America
4062,48200.0,BNP Paribas,presencial,glassdoor,2019-10-30,GBP,data analyst,Canada,CA,Northern America
4063,48242.0,The Home Delivery Group,presencial,glassdoor,2019-10-24,,data analyst,Canada,CA,Northern America
